Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),hour,day_of_week,month,hour_sin,hour_cos,month_sin,month_cos,wd_sin,wd_cos
2015-05-25 09:30:00,987.66,14.95,289.13,11.48,79.7,17.02,13.57,3.46,8.59,13.74,1188.0,1.0,2.2,162.3,9,0,5,0.6087614290087204,-0.7933533402912353,0.49999999999999994,-0.8660254037844387,0.30403306092549026,-0.9526614812535863
2015-05-25 09:40:00,987.53,15.52,289.72,11.51,77.0,17.66,13.6,4.06,8.61,13.77,1185.48,1.26,2.12,165.9,9,0,5,0.5735764363510464,-0.8191520442889916,0.49999999999999994,-0.8660254037844387,0.24361501178602243,-0.9698720152847468
2015-05-25 09:50:00,987.51,15.74,289.94,11.31,74.9,17.91,13.41,4.5,8.49,13.58,1184.64,1.65,2.36,187.3,9,0,5,0.5372996083468238,-0.8433914458128857,0.49999999999999994,-0.8660254037844387,-0.1270646086013504,-0.9918944425900297
2015-05-25 10:00:00,987.4,16.04,290.25,10.62,70.2,18.26,12.82,5.44,8.11,12.98,1183.55,2.24,3.96,224.6,10,0,5,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.7021530529951623,-0.7120260459909966
2015-05-25 10:10:00,987.29,16.26,290.48,11.0,71.0,18.51,13.15,5.37,8.32,13.31,1182.37,2.0,3.04,30.81,10,0,5,0.4617486132350339,-0.8870108331782217,0.49999999999999994,-0.8660254037844387,0.5121927738543919,0.8588705155093774
2015-05-25 10:20:00,987.22,15.83,290.06,11.25,74.2,18.01,13.37,4.65,8.46,13.54,1183.94,1.74,2.72,20.26,10,0,5,0.4226182617406995,-0.9063077870366499,0.49999999999999994,-0.8660254037844387,0.34628079708325277,0.9381309128108865
2015-05-25 10:30:00,987.21,15.77,290.0,10.78,72.2,17.94,12.96,4.99,8.2,13.12,1184.37,1.26,2.6,81.4,10,0,5,0.3826834323650899,-0.9238795325112867,0.49999999999999994,-0.8660254037844387,0.9887563810470059,0.14953534344370936
2015-05-25 10:40:00,987.19,15.79,290.02,11.5,75.6,17.97,13.58,4.38,8.6,13.76,1183.97,1.23,2.44,166.0,10,0,5,0.3420201433256689,-0.9396926207859083,0.49999999999999994,-0.8660254037844387,0.24192189559966773,-0.9702957262759965
2015-05-25 10:50:00,987.11,15.96,290.19,11.21,73.4,18.16,13.33,4.83,8.44,13.51,1183.3,1.0,2.1,185.2,10,0,5,0.30070579950427334,-0.9537169507482268,0.49999999999999994,-0.8660254037844387,-0.09063258019777971,-0.9958843986159704
2015-05-25 11:00:00,987.04,15.96,290.2,10.14,68.3,18.16,12.41,5.76,7.86,12.57,1183.63,1.12,2.28,241.9,11,0,5,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,-0.8821268660176679,-0.4710118812194099
2015-05-25 11:10:00,987.05,16.15,290.39,9.13,63.06,18.39,11.59,6.79,7.34,11.75,1183.24,1.85,2.7,235.6,11,0,5,0.21643961393810318,-0.9762960071199333,0.49999999999999994,-0.8660254037844387,-0.825113498278295,-0.564967003424938
2015-05-25 11:20:00,986.97,16.15,290.4,8.95,62.31,18.39,11.46,6.93,7.25,11.61,1183.2,1.21,2.28,248.0,11,0,5,0.17364817766693028,-0.984807753012208,0.49999999999999994,-0.8660254037844387,-0.9271838545667873,-0.3746065934159123
2015-05-25 11:30:00,986.93,16.13,290.38,9.0,62.61,18.36,11.5,6.87,7.28,11.65,1183.22,1.42,2.2,206.2,11,0,5,0.13052619222005157,-0.9914448613738104,0.49999999999999994,-0.8660254037844387,-0.44150585279174503,-0.8972583696743285
2015-05-25 11:40:00,986.87,16.07,290.33,9.03,62.94,18.29,11.51,6.78,7.29,11.67,1183.38,1.93,2.92,202.9,11,0,5,0.08715574274765864,-0.9961946980917455,0.49999999999999994,-0.8660254037844387,-0.3891239501402061,-0.9211854055657213
2015-05-25 11:50:00,986.78,16.03,290.29,9.14,63.58,18.25,11.6,6.64,7.34,11.76,1183.4,1.97,2.68,213.0,11,0,5,0.04361938736533607,-0.9990482215818578,0.49999999999999994,-0.8660254037844387,-0.5446390350150271,-0.838670567945424
2015-05-25 12:00:00,986.69,16.11,290.38,9.35,64.19,18.34,11.77,6.57,7.45,11.93,1182.89,1.66,2.66,223.4,12,0,5,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.6870875108044232,-0.7265746709709757
2015-05-25 12:10:00,986.6,16.07,290.35,9.74,66.05,18.29,12.08,6.21,7.65,12.25,1182.8,2.5,4.12,185.4,12,0,5,-0.04361938736533627,-0.9990482215818578,0.49999999999999994,-0.8660254037844387,-0.09410831331851455,-0.99556196460308
2015-05-25 12:20:00,986.65,15.92,290.19,9.96,67.68,18.12,12.26,5.86,7.77,12.43,1183.39,2.74,3.92,200.1,12,0,5,-0.08715574274765794,-0.9961946980917455,0.49999999999999994,-0.8660254037844387,-0.3436596945856159,-0.9390942520947092
2015-05-25 12:30:00,986.6,15.9,290.18,10.2,68.85,18.09,12.46,5.64,7.89,12.63,1183.32,2.65,4.12,201.2,12,0,5,-0.13052619222005132,-0.9914448613738105,0.49999999999999994,-0.8660254037844387,-0.36162457008209226,-0.9323238012155122
2015-05-25 12:40:00,986.53,15.85,290.13,10.38,69.94,18.04,12.61,5.42,7.99,12.79,1183.37,2.63,4.24,208.3,12,0,5,-0.17364817766693047,-0.984807753012208,0.49999999999999994,-0.8660254037844387,-0.47408820904711646,-0.8804773535091619
2015-05-25 12:50:00,986.44,15.74,290.03,10.73,72.1,17.91,12.91,5.0,8.18,13.09,1183.58,2.98,4.96,207.0,12,0,5,-0.21643961393810293,-0.9762960071199334,0.49999999999999994,-0.8660254037844387,-0.45399049973954664,-0.8910065241883679
2015-05-25 13:00:00,986.36,15.6,289.9,10.85,73.3,17.75,13.01,4.74,8.25,13.19,1184.01,2.29,3.68,211.9,13,0,5,-0.25881904510252035,-0.9659258262890684,0.49999999999999994,-0.8660254037844387,-0.528438334722347,-0.8489716876291415
2015-05-25 13:10:00,986.21,15.71,290.02,11.18,74.4,17.88,13.3,4.58,8.43,13.49,1183.25,2.19,3.2,183.9,13,0,5,-0.30070579950427306,-0.9537169507482269,0.49999999999999994,-0.8660254037844387,-0.06801529066524825,-0.9976842788356053
2015-05-25 13:20:00,986.17,15.85,290.16,10.92,72.5,18.04,13.08,4.96,8.29,13.26,1182.73,2.82,4.08,186.4,13,0,5,-0.34202014332566866,-0.9396926207859084,0.49999999999999994,-0.8660254037844387,-0.1114689322063255,-0.9937679191605964
2015-05-25 13:30:00,986.1,16.25,290.57,11.33,72.6,18.5,13.43,5.07,8.52,13.62,1180.85,2.29,3.64,185.3,13,0,5,-0.3826834323650892,-0.923879532511287,0.49999999999999994,-0.8660254037844387,-0.09237058744656192,-0.9957246981845821
2015-05-25 13:40:00,986.1,16.61,290.93,11.06,69.68,18.93,13.19,5.74,8.36,13.38,1179.49,3.12,4.28,185.0,13,0,5,-0.4226182617406993,-0.90630778703665,0.49999999999999994,-0.8660254037844387,-0.08715574274765794,-0.9961946980917455
2015-05-25 13:50:00,986.06,16.37,290.69,10.78,69.45,18.65,12.95,5.7,8.21,13.13,1180.53,3.59,4.78,193.1,13,0,5,-0.4617486132350337,-0.8870108331782218,0.49999999999999994,-0.8660254037844387,-0.2266513074368549,-0.9739759672790517
2015-05-25 14:00:00,985.98,16.55,290.88,10.03,65.32,18.86,12.32,6.54,7.81,12.49,1179.99,2.63,3.6,183.9,14,0,5,-0.5000000000000001,-0.8660254037844386,0.49999999999999994,-0.8660254037844387,-0.06801529066524825,-0.9976842788356053
2015-05-25 14:10:00,985.88,16.74,291.08,10.58,66.93,19.09,12.78,6.31,8.1,12.96,1178.89,2.82,4.44,173.0,14,0,5,-0.5372996083468236,-0.8433914458128858,0.49999999999999994,-0.8660254037844387,0.12186934340514755,-0.992546151641322
2015-05-25 14:20:00,985.8,16.66,291.01,10.47,66.78,18.99,12.68,6.31,8.04,12.87,1179.16,2.66,4.2,151.5,14,0,5,-0.5735764363510458,-0.819152044288992,0.49999999999999994,-0.8660254037844387,0.4771587602596086,-0.8788171126619653
2015-05-25 14:30:00,985.69,16.67,291.03,10.22,65.64,19.0,12.47,6.53,7.91,12.66,1179.08,2.53,4.12,173.9,14,0,5,-0.6087614290087207,-0.7933533402912352,0.49999999999999994,-0.8660254037844387,0.10626407133623336,-0.9943379441332046
2015-05-25 14:40:00,985.64,16.85,291.21,10.27,65.11,19.22,12.52,6.71,7.94,12.7,1178.27,2.45,4.04,167.3,14,0,5,-0.6427876096865393,-0.766044443118978,0.49999999999999994,-0.8660254037844387,0.2198462043528372,-0.9755345439458567
2015-05-25 14:50:00,985.56,16.79,291.16,10.38,65.87,19.15,12.61,6.54,8.0,12.8,1178.37,3.57,4.84,148.9,14,0,5,-0.6755902076156598,-0.7372773368101244,0.49999999999999994,-0.8660254037844387,0.5165333288666419,-0.8562670846003282
2015-05-25 15:00:00,985.55,16.63,291.0,10.46,66.89,18.96,12.68,6.28,8.04,12.87,1178.98,3.03,5.04,145.2,15,0,5,-0.7071067811865475,-0.7071067811865477,0.49999999999999994,-0.8660254037844387,0.5707135676844317,-0.821149209133704
2015-05-25 15:10:00,985.56,16.62,290.99,10.31,66.26,18.94,12.55,6.39,7.96,12.74,1179.09,2.94,5.08,156.1,15,0,5,-0.7372773368101239,-0.6755902076156604,0.49999999999999994,-0.8660254037844387,0.4051415867798629,-0.9142539552342636
2015-05-25 15:20:00,985.55,16.82,291.19,10.18,64.87,19.19,12.45,6.74,7.89,12.63,1178.31,2.3,3.8,156.3,15,0,5,-0.7660444431189779,-0.6427876096865395,0.49999999999999994,-0.8660254037844387,0.4019477766559599,-0.9156625933395612
2015-05-25 15:30:00,985.48,16.71,291.09,9.75,63.46,19.05,12.09,6.96,7.67,12.27,1178.84,2.91,4.84,140.6,15,0,5,-0.7933533402912349,-0.6087614290087209,0.49999999999999994,-0.8660254037844387,0.6347305132022676,-0.7727335734973511
2015-05-25 15:40:00,985.53,16.21,290.58,9.39,63.93,18.46,11.8,6.66,7.48,11.97,1181.07,1.97,4.04,221.2,15,0,5,-0.8191520442889916,-0.5735764363510464,0.49999999999999994,-0.8660254037844387,-0.6586894601186801,-0.7524149088957247
2015-05-25 15:50:00,985.67,15.91,290.27,9.03,63.61,18.11,11.52,6.59,7.3,11.68,1182.59,1.68,4.16,275.9,15,0,5,-0.8433914458128855,-0.5372996083468242,0.49999999999999994,-0.8660254037844387,-0.9947028171171742,0.10279253678724644
2015-05-25 16:00:00,985.63,15.48,289.84,9.02,65.33,17.61,11.51,6.11,7.29,11.67,1184.31,3.22,5.0,250.0,16,0,5,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,-0.9396926207859084,-0.34202014332566855
2015-05-25 16:10:00,985.64,15.07,289.42,9.21,67.95,17.16,11.66,5.5,7.39,11.83,1185.94,3.23,4.6,259.1,16,0,5,-0.8870108331782215,-0.46174861323503436,0.49999999999999994,-0.8660254037844387,-0.9819587126964436,-0.1890954429898912
2015-05-25 16:20:00,985.61,14.87,289.23,9.36,69.55,16.94,11.78,5.16,7.47,11.95,1186.67,2.37,4.26,258.1,16,0,5,-0.9063077870366497,-0.42261826174069994,0.49999999999999994,-0.8660254037844387,-0.9785089851017784,-0.20620418539662932
2015-05-25 16:30:00,985.58,14.71,289.07,9.22,69.59,16.76,11.66,5.1,7.39,11.84,1187.35,2.56,4.24,257.6,16,0,5,-0.9238795325112868,-0.3826834323650895,0.49999999999999994,-0.8660254037844387,-0.9766722783341679,-0.21473532716706323
2015-05-25 16:40:00,985.62,14.52,288.87,9.07,69.73,16.56,11.55,5.01,7.32,11.71,1188.23,2.13,3.46,257.2,16,0,5,-0.9396926207859082,-0.3420201433256694,0.49999999999999994,-0.8660254037844387,-0.9751493543055632,-0.22154849761946777
2015-05-25 16:50:00,985.67,14.34,288.69,8.8,69.26,16.37,11.33,5.03,7.18,11.5,1189.13,1.95,3.98,255.9,16,0,5,-0.9537169507482267,-0.3007057995042738,0.49999999999999994,-0.8660254037844387,-0.9698720152847468,-0.2436150117860225
2015-05-25 17:00:00,985.68,14.18,288.53,8.86,70.3,16.2,11.39,4.81,7.22,11.55,1189.78,1.73,3.0,244.0,17,0,5,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,-0.8987940462991668,-0.43837114678907774
2015-05-25 17:10:00,985.67,13.99,288.34,9.03,72.0,16.0,11.52,4.48,7.3,11.69,1190.5,1.63,3.0,245.6,17,0,5,-0.9762960071199334,-0.21643961393810282,0.49999999999999994,-0.8660254037844387,-0.910683660806177,-0.41310442982454204
2015-05-25 17:20:00,985.7,13.9,288.24,9.09,72.7,15.9,11.56,4.34,7.33,11.73,1190.89,1.95,2.78,241.4,17,0,5,-0.984807753012208,-0.17364817766693033,0.49999999999999994,-0.8660254037844387,-0.8779829754279804,-0.478691857940607
2015-05-25 17:30:00,985.72,13.88,288.22,9.29,73.8,15.88,11.72,4.16,7.43,11.89,1190.92,1.97,2.54,244.4,17,0,5,-0.9914448613738104,-0.13052619222005163,0.49999999999999994,-0.8660254037844387,-0.9018325264051138,-0.4320857488019822
2015-05-25 17:40:00,985.73,13.86,288.2,9.71,76.0,15.86,12.06,3.81,7.64,12.23,1190.86,0.94,1.88,274.7,17,0,5,-0.9961946980917455,-0.08715574274765825,0.49999999999999994,-0.8660254037844387,-0.9966373868180366,0.08193850863004097
2015-05-25 17:50:00,985.75,13.9,288.24,10.0,77.3,15.9,12.29,3.61,7.79,12.47,1190.61,1.27,2.16,77.0,17,0,5,-0.9990482215818578,-0.04361938736533613,0.49999999999999994,-0.8660254037844387,0.9743700647852352,0.22495105434386492
2015-05-25 18:00:00,985.76,13.96,288.3,10.21,78.1,15.97,12.47,3.5,7.91,12.65,1190.3,0.52,1.28,18.04,18,0,5,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,0.3096808817187242,0.9508405499861233
2015-05-25 18:10:00,985.7,14.09,288.44,10.17,77.2,16.1,12.43,3.67,7.88,12.61,1189.7,0.67,1.52,52.01,18,0,5,-0.9990482215818578,0.043619387365335764,0.49999999999999994,-0.8660254037844387,0.7881181948023075,0.6155239321273805
2015-05-25 18:20:00,985.7,14.03,288.38,9.93,76.3,16.04,12.24,3.8,7.76,12.42,1190.04,0.9,1.32,85.8,18,0,5,-0.9961946980917455,0.08715574274765789,0.49999999999999994,-0.8660254037844387,0.9973144772244581,0.07323819712763185
2015-05-25 18:30:00,985.68,14.08,288.43,10.39,78.4,16.09,12.62,3.48,8.0,12.8,1189.63,1.13,1.8,139.9,18,0,5,-0.9914448613738104,0.13052619222005213,0.49999999999999994,-0.8660254037844387,0.6441236297613866,-0.7649214009184317
2015-05-25 18:40:00,985.61,14.09,288.44,10.18,77.3,16.1,12.45,3.66,7.89,12.63,1189.59,0.79,1.6,165.4,18,0,5,-0.9848077530122081,0.17364817766692997,0.49999999999999994,-0.8660254037844387,0.25206935824311344,-0.9677091704819712
2015-05-25 18:50:00,985.64,14.05,288.4,10.6,79.7,16.06,12.8,3.26,8.12,12.99,1189.63,1.3,2.08,226.7,18,0,5,-0.9762960071199335,0.21643961393810246,0.49999999999999994,-0.8660254037844387,-0.7277727576572103,-0.6858183529273764
2015-05-25 19:00:00,985.75,13.86,288.2,10.62,80.8,15.86,12.82,3.05,8.13,13.0,1190.54,0.74,1.28,333.0,19,0,5,-0.9659258262890682,0.25881904510252113,0.49999999999999994,-0.8660254037844387,-0.45399049973954697,0.8910065241883678
2015-05-25 19:10:00,985.84,13.93,288.26,10.64,80.5,15.94,12.83,3.11,8.13,13.01,1190.35,0.83,1.08,274.0,19,0,5,-0.953716950748227,0.3007057995042726,0.49999999999999994,-0.8660254037844387,-0.9975640502598243,0.06975647374412522
2015-05-25 19:20:00,985.86,13.88,288.21,10.57,80.4,15.88,12.77,3.11,8.1,12.95,1190.61,1.24,1.8,251.1,19,0,5,-0.9396926207859085,0.34202014332566816,0.49999999999999994,-0.8660254037844387,-0.9460853588275453,-0.3239174181981495
2015-05-25 19:30:00,985.8,13.72,288.06,10.34,80.0,15.72,12.58,3.14,7.97,12.76,1191.29,1.52,2.62,247.4,19,0,5,-0.9238795325112866,0.38268343236509,0.49999999999999994,-0.8660254037844387,-0.923210217112981,-0.3842953226598034
2015-05-25 19:40:00,985.83,13.45,287.78,10.22,80.8,15.45,12.48,2.97,7.91,12.66,1192.49,1.58,2.84,242.6,19,0,5,-0.9063077870366498,0.4226182617406996,0.49999999999999994,-0.8660254037844387,-0.8878153851364015,-0.46019978478385143
2015-05-25 19:50:00,985.92,13.21,287.53,10.27,82.3,15.21,12.51,2.69,7.93,12.69,1193.59,1.3,2.1,239.0,19,0,5,-0.887010833178222,0.46174861323503325,0.49999999999999994,-0.8660254037844387,-0.8571673007021121,-0.5150380749100544
2015-05-25 20:00:00,985.92,13.05,287.37,10.29,83.3,15.05,12.53,2.51,7.95,12.71,1194.25,1.42,2.56,235.5,20,0,5,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.8241261886220157,-0.5664062369248328
2015-05-25 20:10:00,986.01,12.93,287.25,10.26,83.8,14.93,12.51,2.42,7.93,12.69,1194.87,1.35,2.36,213.6,20,0,5,-0.8433914458128857,0.5372996083468239,0.49999999999999994,-0.8660254037844387,-0.5533915492433439,-0.8329212407100995
2015-05-25 20:20:00,986.18,12.87,287.17,10.31,84.4,14.87,12.55,2.32,7.95,12.73,1195.31,0.88,1.64,210.1,20,0,5,-0.8191520442889918,0.573576436351046,0.49999999999999994,-0.8660254037844387,-0.5015107371594574,-0.8651514205697045
2015-05-25 20:30:00,986.37,12.86,287.14,10.41,85.0,14.86,12.63,2.23,8.0,12.81,1195.54,0.89,2.12,243.4,20,0,5,-0.7933533402912352,0.6087614290087205,0.49999999999999994,-0.8660254037844387,-0.8941542368393683,-0.44775908783876944
2015-05-25 20:40:00,986.44,12.86,287.14,10.48,85.4,14.86,12.69,2.17,8.04,12.87,1195.6,0.65,1.24,220.6,20,0,5,-0.7660444431189781,0.6427876096865393,0.49999999999999994,-0.8660254037844387,-0.6507742172658507,-0.759271307334881
2015-05-25 20:50:00,986.54,12.85,287.12,10.48,85.5,14.85,12.7,2.15,8.05,12.87,1195.76,0.81,1.84,221.3,20,0,5,-0.7372773368101242,0.6755902076156601,0.49999999999999994,-0.8660254037844387,-0.660001667960937,-0.7512641335035108
2015-05-25 21:00:00,986.62,12.8,287.06,10.47,85.7,14.8,12.69,2.12,8.04,12.86,1196.07,0.87,2.04,249.9,21,0,5,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,-0.9390942520947092,-0.34365969458561574
2015-05-25 21:10:00,986.65,12.77,287.03,10.49,86.0,14.77,12.71,2.07,8.05,12.88,1196.23,0.87,2.16,233.6,21,0,5,-0.6755902076156605,0.7372773368101239,0.49999999999999994,-0.8660254037844387,-0.8048937973559143,-0.5934188866037012
2015-05-25 21:20:00,986.66,12.59,286.85,10.51,87.1,14.6,12.72,1.88,8.06,12.89,1196.99,1.41,2.68,256.0,21,0,5,-0.6427876096865396,0.7660444431189778,0.49999999999999994,-0.8660254037844387,-0.9702957262759965,-0.24192189559966779
2015-05-25 21:30:00,986.79,12.47,286.72,10.51,87.8,14.49,12.72,1.77,8.06,12.89,1197.65,1.3,2.32,269.5,21,0,5,-0.608761429008721,0.7933533402912349,0.49999999999999994,-0.8660254037844387,-0.9999619230641713,-0.008726535498373576
2015-05-25 21:40:00,986.82,12.35,286.6,10.46,88.2,14.37,12.68,1.7,8.03,12.85,1198.21,1.1,2.04,242.0,21,0,5,-0.5735764363510465,0.8191520442889916,0.49999999999999994,-0.8660254037844387,-0.882947592858927,-0.46947156278589075
2015-05-25 21:50:00,986.78,12.23,286.48,10.32,88.1,14.26,12.56,1.7,7.96,12.73,1198.71,1.01,2.76,243.8,21,0,5,-0.5372996083468242,0.8433914458128855,0.49999999999999994,-0.8660254037844387,-0.8972583696743284,-0.4415058527917453
2015-05-25 22:00:00,986.79,12.18,286.43,10.15,87.4,14.21,12.42,1.79,7.87,12.59,1199.0,1.08,1.8,254.4,22,0,5,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,-0.9631625667976581,-0.2689198206152658
2015-05-25 22:10:00,986.9,11.91,286.15,10.24,89.5,13.96,12.49,1.47,7.91,12.66,1200.24,1.05,2.04,219.6,22,0,5,-0.46174861323503363,0.8870108331782218,0.49999999999999994,-0.8660254037844387,-0.6374239897486896,-0.7705132427757893
2015-05-25 22:20:00,986.91,11.52,285.75,10.07,90.8,13.61,12.35,1.25,7.82,12.52,1201.96,1.29,2.36,229.0,22,0,5,-0.4226182617407,0.9063077870366497,0.49999999999999994,-0.8660254037844387,-0.754709580222772,-0.6560590289905073
2015-05-25 22:30:00,986.95,11.3,285.53,9.94,91.3,13.41,12.24,1.17,7.75,12.4,1202.99,1.15,2.24,196.2,22,0,5,-0.38268343236508956,0.9238795325112868,0.49999999999999994,-0.8660254037844387,-0.2789911060392289,-0.9602936856769432
2015-05-25 22:40:00,987.0,11.18,285.41,9.87,91.6,13.3,12.18,1.12,7.71,12.34,1203.58,0.97,2.68,182.3,22,0,5,-0.3420201433256686,0.9396926207859084,0.49999999999999994,-0.8660254037844387,-0.040131792532559774,-0.999194395114446
2015-05-25 22:50:00,987.03,11.18,285.4,9.95,92.1,13.3,12.25,1.05,7.76,12.41,1203.59,0.51,1.12,96.3,22,0,5,-0.30070579950427384,0.9537169507482267,0.49999999999999994,-0.8660254037844387,0.9939609554551797,-0.10973431109104524
2015-05-25 23:00:00,987.05,11.15,285.37,9.85,91.7,13.28,12.17,1.1,7.71,12.33,1203.78,0.93,1.68,215.5,23,0,5,-0.2588190451025207,0.9659258262890683,0.49999999999999994,-0.8660254037844387,-0.5807029557109398,-0.8141155183563192
2015-05-25 23:10:00,987.11,11.11,285.33,9.76,91.4,13.24,12.1,1.14,7.66,12.26,1204.05,0.9,1.46,203.9,23,0,5,-0.21643961393810288,0.9762960071199334,0.49999999999999994,-0.8660254037844387,-0.4051415867798627,-0.9142539552342637
2015-05-25 23:20:00,987.15,11.12,285.33,9.68,90.8,13.25,12.03,1.22,7.62,12.19,1204.09,0.64,2.0,155.3,23,0,5,-0.17364817766693127,0.9848077530122079,0.49999999999999994,-0.8660254037844387,0.4178670738010767,-0.9085081775267219
